date,prcp(mm/day),tmax(C),tmin(C),QObs(mm/d),user_data
1981-05-05,0.01,19.24,2.4,1.3002,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1981-05-06,0.0,21.08,6.1,1.1956,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace."
1981-05-07,3.25,21.79,0.01,1.1702,"Some steady rain brought a refreshing feel to the surroundings. The river seemed vibrant, moving along with moderate strength."
1981-05-08,0.0,11.9,-1.76,1.0973,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1981-05-09,0.0,18.98,1.18,0.9831,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear."
1981-05-10,0.0,17.11,2.38,0.8943,"A completely dry day—no signs of rain. The river moved along quietly, with a gentle, relaxed flow."
1981-05-11,0.0,20.33,5.55,0.8372,"With no rain around, everything seems a bit dusty. The river flowed gently, enough to keep the water clear."
1981-05-12,3.35,17.12,8.26,0.8404,"Some steady rain brought a refreshing feel to the surroundings. The river flowed gently, enough to keep the water clear."
1981-05-13,26.98,14.48,8.97,3.0856,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents."
1981-05-14,0.54,13.53,5.9,3.8372,"The rain was so light, it hardly made a difference. It flowed fast today, with strong, surging energy."
1981-05-15,0.0,17.28,4.45,2.5592,"With no rain around, everything seems a bit dusty. The river moved swiftly, carrying debris in its strong currents."
1981-05-16,16.42,20.95,6.85,3.4567,"The rain came down hard, flooding the usual spots. The river rushed past with powerful currents."
1981-05-17,11.14,15.93,2.39,5.9936,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents."
1981-05-18,0.0,9.75,-1.49,4.0592,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
1981-05-19,0.11,7.56,-1.7,2.9651,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
1981-05-20,0.0,15.44,0.43,2.2865,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
1981-05-21,0.0,18.54,0.38,1.8774,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1981-05-22,0.0,19.94,5.11,1.5888,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1981-05-23,0.0,13.61,3.98,1.4239,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
1981-05-24,0.0,17.93,5.61,1.2304,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene."
1981-05-25,0.0,25.02,6.28,1.0592,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength."
1981-05-26,5.01,26.83,12.39,1.037,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
1981-05-27,6.93,24.0,12.41,1.0655,"It rained quite heavily, leaving deep puddles around. A steady, noticeable flow in the river brought life to the scene."
1981-05-28,4.65,24.38,12.97,1.2178,"A strong rainfall today, making the landscape feel lush and saturated. The river was lively today, flowing with moderate energy."
1981-05-29,0.81,25.38,13.57,1.3351,"Barely any rain fell; it just barely dampened the ground. The river was lively today, flowing with moderate energy."
1981-05-30,7.33,20.34,13.23,1.4715,"A strong rainfall today, making the landscape feel lush and saturated. The river seemed vibrant, moving along with moderate strength."
1981-05-31,17.59,22.59,11.92,4.8837,"The rain poured down heavily, soaking everything in sight. It flowed fast today, with strong, surging energy."
1981-06-01,12.98,17.75,2.28,5.2008,"A strong rainfall today, making the landscape feel lush and saturated. A fast-moving river today, splashing along with vigor."
1981-06-02,0.0,19.04,3.68,3.0095,"Not a drop of rain today; it feels like the area could use some moisture. The river moved swiftly, carrying debris in its strong currents."
1981-06-03,0.0,21.24,5.84,2.1279,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
1981-06-04,0.0,21.67,10.52,1.6998,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
1981-06-05,8.38,21.83,11.48,1.8171,"A strong rainfall today, making the landscape feel lush and saturated. The river seemed vibrant, moving along with moderate strength."
1981-06-06,0.0,27.12,12.06,1.5603,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
1981-06-07,17.23,22.41,10.16,2.8383,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents."
1981-06-08,0.03,18.6,5.65,2.4006,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
1981-06-09,4.1,21.1,8.27,1.8774,"A strong rainfall today, making the landscape feel lush and saturated. A steady, noticeable flow in the river brought life to the scene."
1981-06-10,6.79,18.34,9.76,1.8742,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
1981-06-11,0.0,20.79,8.76,1.5032,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene."
1981-06-12,6.0,19.26,7.49,1.5603,"The rain came down hard, flooding the usual spots. The river was lively today, flowing with moderate energy."
1981-06-13,0.0,21.4,9.58,1.2653,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
1981-06-14,0.0,24.26,7.88,1.0307,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
1981-06-15,0.0,23.83,10.88,0.8848,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.
1981-06-16,3.66,19.1,13.85,0.9292,"It rained quite heavily, leaving deep puddles around. With a quiet pace, the river meandered gently along."
1981-06-17,8.06,25.59,14.38,1.2273,"A strong rainfall today, making the landscape feel lush and saturated. A healthy flow in the river, moving at a balanced pace."
1981-06-18,0.0,24.51,9.82,1.0465,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace."
1981-06-19,0.0,25.86,10.4,0.8499,A completely dry day—no signs of rain. A smooth and gentle flow was visible in the river today.
1981-06-20,0.0,26.68,13.17,0.7135,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
1981-06-21,12.93,21.51,14.0,0.8753,"The rain poured down heavily, soaking everything in sight. A smooth and gentle flow was visible in the river today."
1981-06-22,20.9,21.51,12.8,3.5835,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor."
1981-06-23,24.18,18.74,12.71,8.8795,"A strong rainfall today, making the landscape feel lush and saturated. A fast-moving river today, splashing along with vigor."
1981-06-24,0.0,21.03,8.86,4.7252,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor."
1981-06-25,1.17,21.43,11.95,2.9524,"A few sprinkles were enough to dampen the earth a little. A fast-moving river today, splashing along with vigor."
1981-06-26,13.96,20.63,12.77,3.0761,"The rain came down hard, flooding the usual spots. It flowed fast today, with strong, surging energy."
1981-06-27,4.52,19.59,8.51,2.7812,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
1981-06-28,0.0,23.56,7.67,2.0011,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
1981-06-29,0.0,26.34,8.04,1.5,"With no rain around, everything seems a bit dusty. The river seemed vibrant, moving along with moderate strength."
1981-06-30,0.0,26.35,9.91,1.1734,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
1981-07-01,0.0,25.74,11.1,0.9736,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
1981-07-02,0.0,26.08,12.23,0.8467,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear."
1981-07-03,0.0,28.52,15.41,0.7484,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.
1981-07-04,0.0,28.18,16.93,0.6152,"With no rain around, everything seems a bit dusty. The river flowed gently, enough to keep the water clear."
1981-07-05,6.89,25.55,17.03,0.666,"A strong rainfall today, making the landscape feel lush and saturated. The river moved along quietly, with a gentle, relaxed flow."
1981-07-06,14.77,22.62,17.9,1.0053,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy."
1981-07-07,3.91,28.92,16.78,1.0148,"The rain poured down heavily, soaking everything in sight. The river seemed vibrant, moving along with moderate strength."
1981-07-08,0.0,27.66,14.78,0.7167,"With no rain around, everything seems a bit dusty. With a quiet pace, the river meandered gently along."
1981-07-09,5.54,30.39,14.64,0.5994,"The rain came down hard, flooding the usual spots. The river moved along quietly, with a gentle, relaxed flow."
1981-07-10,3.89,26.52,14.5,0.5708,"A strong rainfall today, making the landscape feel lush and saturated. The river moved along quietly, with a gentle, relaxed flow."
1981-07-11,2.42,27.21,13.33,0.5264,"The rain today was steady but not overwhelming, just enough to freshen things up. A smooth and gentle flow was visible in the river today."
1981-07-12,0.0,26.0,11.1,0.4345,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
1981-07-13,5.66,22.85,12.86,0.4091,"The rain came down hard, flooding the usual spots. Slow and still, the river's flow was almost unnoticeable."
1981-07-14,9.72,19.68,13.08,0.6152,"The rain came down hard, flooding the usual spots. The river flowed gently, enough to keep the water clear."
1981-07-15,10.28,19.67,11.27,0.9038,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today."
1981-07-16,0.0,23.02,8.62,0.6882,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
1981-07-17,0.0,25.26,9.9,0.5106,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear."
1981-07-18,0.0,27.16,11.83,0.4091,"Skies were clear all day; no rain touched the ground. A calm river today, trickling at a very slow pace."
1981-07-19,6.65,25.77,13.53,0.4313,"A strong rainfall today, making the landscape feel lush and saturated. A calm river today, trickling at a very slow pace."
1981-07-20,0.0,22.12,14.27,0.4249,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
1981-07-21,6.63,21.4,15.29,0.4503,"The rain came down hard, flooding the usual spots. Slow and still, the river's flow was almost unnoticeable."
1981-07-22,3.03,25.63,14.34,0.5359,"Enough rain fell to give the plants a good drink. With a quiet pace, the river meandered gently along."
1981-07-23,0.0,22.95,8.43,0.444,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
1981-07-24,0.0,22.51,6.57,0.352,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow."
1981-07-25,0.0,26.2,9.09,0.2981,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
1981-07-26,0.0,24.63,11.47,0.26,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
1981-07-27,13.72,24.58,13.51,0.2791,"The rain poured down heavily, soaking everything in sight. The river was barely moving; it seemed almost stagnant."
1981-07-28,0.0,22.1,8.48,0.352,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow."
1981-07-29,19.86,21.92,10.51,0.5423,"It rained quite heavily, leaving deep puddles around. With a quiet pace, the river meandered gently along."
